ens_id,name,log2FC,aveEXP,t,p-value,q-value
"ENSG00000100100","PIK3IP1","2.67","3.80","29.30","1.65e-96","7.28e-97"
"ENSG00000100162","CENPM","2.72","1.91","28.39","4.33e-93","1.5e-93"
"ENSG00000100170","SLC5A1","2.82","2.11","24.90","1.08e-79","1.91e-80"
"ENSG00000100196","KDELR3","2.34","3.81","27.04","5.49e-88","1.42e-88"
"ENSG00000100234","TIMP3","2.23","5.99","18.46","1.01e-53","7.78e-55"
"ENSG00000100243","CYB5R3","2.28","6.28","28.97","2.9e-95","1.17e-95"
"ENSG00000100290","BIK","3.49","2.76","34.91","1.86e-116","4.87e-116"
"ENSG00000100292","HMOX1","2.78","3.12","25.55","3.06e-82","5.91e-83"
"ENSG00000100300","TSPO","2.80","6.60","25.13","1.41e-80","2.56e-81"
"ENSG00000100311","PDGFB","2.01","2.87","24.55","2.63e-78","4.35e-79"
"ENSG00000100342","APOL1","4.85","4.55","39.93","6.81e-133","1.46e-131"
"ENSG00000100364","KIAA0930","2.18","4.23","28.32","7.38e-93","2.5e-93"
"ENSG00000100379","KCTD17","2.35","2.87","32.02","2.2e-106","2.1e-106"
"ENSG00000100387","RBX1","2.15","4.63","33.72","2.26e-112","3.55e-112"
"ENSG00000100504","PYGL","2.12","3.10","22.41","9.03e-70","1.1e-70"
"ENSG00000100526","CDKN3","2.84","2.04","38.15","3.36e-127","3.6e-126"
"ENSG00000100528","CNIH1","2.12","5.29","28.90","5.03e-95","1.99e-95"
"ENSG00000100554","ATP6V1D","2.34","5.06","34.71","8.85e-116","2.04e-115"
"ENSG00000100558","PLEK2","3.44","3.69","27.68","2.05e-90","6.08e-91"
"ENSG00000100596","SPTLC2","2.29","2.88","38.29","1.15e-127","1.31e-126"
"ENSG00000100599","RIN3","2.30","2.45","30.32","3.01e-100","1.72e-100"
"ENSG00000100600","LGMN","2.81","5.43","33.78","1.39e-112","2.22e-112"
"ENSG00000100632","ERH","2.13","5.74","32.05","1.7e-106","1.64e-106"
"ENSG00000100644","HIF1A","2.53","4.74","26.29","4.04e-85","8.9e-86"
"ENSG00000100744","GSKIP","2.17","3.29","32.49","4.62e-108","5.01e-108"
"ENSG00000100911","PSME2","2.14","6.80","26.88","2.2e-87","5.52e-88"
"ENSG00000100934","SEC23A","2.16","3.21","27.64","2.73e-90","8.04e-91"
"ENSG00000100983","GSS","2.35","3.96","37.78","5.22e-126","4.67e-125"
"ENSG00000100985","MMP9","4.11","2.46","29.71","4.94e-98","2.4e-98"
"ENSG00000100994","PYGB","2.82","4.95","32.51","4.07e-108","4.45e-108"
"ENSG00000101000","PROCR","2.50","3.47","28.68","3.31e-94","1.24e-94"
"ENSG00000101084","RAB5IF","2.04","5.60","29.71","4.95e-98","2.41e-98"
"ENSG00000101134","DOK5","2.27","1.54","25.59","2.26e-82","4.41e-83"
"ENSG00000101160","CTSZ","2.83","6.59","30.57","3.5e-101","2.15e-101"
"ENSG00000101166","PRELID3B","2.12","4.18","30.41","1.41e-100","8.28e-101"
"ENSG00000101187","SLCO4A1","2.04","2.86","17.14","2.41e-48","1.66e-49"
"ENSG00000101194","SLC17A9","2.01","2.86","17.75","7.96e-51","5.75e-52"
"ENSG00000101213","PTK6","2.95","2.61","24.29","2.74e-77","4.34e-78"
"ENSG00000101265","RASSF2","2.04","2.02","21.01","4.05e-64","4.13e-65"
"ENSG00000101276","SLC52A3","2.19","1.75","28.00","1.22e-91","3.87e-92"
"ENSG00000101311","FERMT1","3.11","2.41","32.71","7.75e-109","9.04e-109"
"ENSG00000101335","MYL9","3.39","6.64","27.61","3.64e-90","1.06e-90"
"ENSG00000101336","HCK","2.42","2.44","23.40","9.81e-74","1.36e-74"
"ENSG00000101367","MAPRE1","2.07","4.80","29.76","3.42e-98","1.68e-98"
"ENSG00000101421","CHMP4B","2.44","6.22","33.79","1.27e-112","2.05e-112"
"ENSG00000101443","WFDC2","4.21","5.61","26.56","3.82e-86","8.91e-87"
"ENSG00000101447","FAM83D","2.26","1.36","24.69","7.35e-79","1.25e-79"
"ENSG00000101457","DNTTIP1","2.78","4.29","35.85","1.26e-119","4.87e-119"
"ENSG00000101463","SYNDIG1","2.05","1.28","25.17","9.15e-81","1.67e-81"
"ENSG00000101608","MYL12A","2.55","7.78","25.87","1.78e-83","3.64e-84"
"ENSG00000101670","LIPG","2.14","1.83","24.87","1.38e-79","2.41e-80"
"ENSG00000101825","MXRA5","3.23","3.33","24.11","1.46e-76","2.24e-77"
"ENSG00000101842","VSIG1","3.21","1.83","19.68","1.02e-58","8.91e-60"
"ENSG00000101856","PGRMC1","2.22","5.06","32.65","1.31e-108","1.49e-108"
"ENSG00000102024","PLS3","2.63","4.75","31.17","2.48e-103","1.81e-103"
"ENSG00000102032","RENBP","2.35","2.35","26.38","1.84e-85","4.14e-86"
"ENSG00000102034","ELF4","2.70","2.45","37.82","3.77e-126","3.44e-125"
"ENSG00000102096","PIM2","2.32","2.75","27.99","1.36e-91","4.29e-92"
"ENSG00000102144","PGK1","2.72","6.90","30.46","9.32e-101","5.58e-101"
"ENSG00000102172","SMS","2.62","4.67","38.89","1.36e-129","2.15e-128"
"ENSG00000102243","VGLL1","2.14","1.46","17.15","2.21e-48","1.52e-49"
"ENSG00000102265","TIMP1","4.52","8.09","33.03","5.84e-110","7.59e-110"
"ENSG00000102316","MAGED2","2.03","5.87","27.61","3.55e-90","1.03e-90"
"ENSG00000102359","SRPX2","2.71","2.63","25.67","1.08e-82","2.14e-83"
"ENSG00000102554","KLF5","3.64","4.05","30.31","3.11e-100","1.78e-100"
"ENSG00000102572","STK24","2.10","5.35","30.11","1.8e-99","9.72e-100"
"ENSG00000102575","ACP5","2.91","4.22","24.25","3.97e-77","6.26e-78"
"ENSG00000102699","PARP4","2.04","3.83","26.01","5.16e-84","1.08e-84"
"ENSG00000102804","TSC22D1","2.66","5.40","26.79","4.77e-87","1.18e-87"
"ENSG00000102837","OLFM4","2.29","6.56","7.32","1.65e-12","6.32e-14"
"ENSG00000102854","MSLN","6.53","3.71","33.88","6.54e-113","1.1e-112"
"ENSG00000102879","CORO1A","2.69","3.82","21.67","8.45e-67","9.34e-68"
"ENSG00000102882","MAPK3","2.67","5.30","35.84","1.36e-119","5.21e-119"
"ENSG00000102970","CCL17","2.69","1.54","19.12","1.99e-56","1.65e-57"
"ENSG00000103018","CYB5B","2.46","4.83","34.74","6.98e-116","1.62e-115"
"ENSG00000103089","FA2H","2.68","3.18","23.82","1.93e-75","2.85e-76"
"ENSG00000103145","HCFC1R1","2.55","5.58","30.73","9.11e-102","5.81e-102"
"ENSG00000103187","COTL1","3.71","5.35","36.74","1.36e-122","7.15e-122"
"ENSG00000103196","CRISPLD2","2.55","4.22","20.87","1.49e-63","1.49e-64"
"ENSG00000103257","SLC7A5","2.49","2.91","21.32","2.22e-65","2.35e-66"
"ENSG00000103335","PIEZO1","2.54","5.25","24.32","2.19e-77","3.48e-78"
"ENSG00000103363","ELOB","2.45","7.45","32.26","2.93e-107","2.99e-107"
"ENSG00000103375","AQP8","-5.26","4.39","-26.06","3.22e-84","6.78e-85"
"ENSG00000103381","CPPED1","2.01","2.21","30.76","7.03e-102","4.52e-102"
"ENSG00000103490","PYCARD","3.29","4.18","34.60","2.18e-115","4.73e-115"
"ENSG00000103534","TMC5","4.40","3.42","31.17","2.5e-103","1.82e-103"
"ENSG00000103653","CSK","2.18","4.38","28.76","1.72e-94","6.6e-95"
"ENSG00000103769","RAB11A","2.60","6.29","33.62","4.99e-112","7.62e-112"
"ENSG00000103811","CTSH","2.61","6.90","24.34","1.71e-77","2.73e-78"
"ENSG00000103855","CD276","2.56","5.01","31.11","4.05e-103","2.9e-103"
"ENSG00000103888","CEMIP","2.84","1.94","26.66","1.62e-86","3.85e-87"
"ENSG00000104142","VPS18","2.03","2.76","36.05","2.54e-120","1.05e-119"
"ENSG00000104341","LAPTM4B","2.22","4.82","27.57","5.41e-90","1.56e-90"
"ENSG00000104368","PLAT","4.83","4.64","34.08","1.28e-113","2.37e-113"
"ENSG00000104415","CCN4","2.65","1.80","25.19","7.71e-81","1.41e-81"
"ENSG00000104419","NDRG1","2.12","6.11","21.25","4.33e-65","4.55e-66"
"ENSG00000104435","STMN2","2.44","2.25","21.14","1.19e-64","1.24e-65"
"ENSG00000104537","ANXA13","2.82","1.65","20.39","1.28e-61","1.21e-62"
"ENSG00000104549","SQLE","2.75","3.61","28.55","1.07e-93","3.84e-94"
"ENSG00000104689","TNFRSF10A","2.20","2.11","27.28","6.57e-89","1.79e-89"
"ENSG00000104760","FGL1","-4.73","4.50","-22.22","5.1e-69","6.05e-70"
"ENSG00000104765","BNIP3L","2.29","4.07","30.27","4.57e-100","2.58e-100"
"ENSG00000104774","MAN2B1","2.09","5.25","28.47","2.09e-93","7.38e-94"
"ENSG00000104783","KCNN4","5.21","3.36","36.39","1.96e-121","8.96e-121"
"ENSG00000104894","CD37","2.65","3.49","20.08","2.44e-60","2.23e-61"
"ENSG00000104951","IL4I1","2.15","1.52","23.96","5.5e-76","8.28e-77"
"ENSG00000105011","ASF1B","2.57","1.70","36.47","1.08e-121","5.12e-121"
"ENSG00000105063","PPP6R1","2.14","4.34","32.50","4.38e-108","4.76e-108"
"ENSG00000105220","GPI","2.32","6.35","29.73","4.18e-98","2.04e-98"
"ENSG00000105254","TBCB","2.37","5.75","31.42","2.92e-104","2.32e-104"
"ENSG00000105270","CLIP3","2.07","2.36","23.45","5.74e-74","8.02e-75"
"ENSG00000105281","SLC1A5","2.34","4.85","24.20","6.2e-77","9.69e-78"
"ENSG00000105289","TJP3","2.49","3.86","20.83","2.15e-63","2.14e-64"
"ENSG00000105329","TGFB1","2.63","4.17","27.93","2.18e-91","6.79e-92"
"ENSG00000105355","PLIN3","2.76","4.44","33.50","1.28e-111","1.88e-111"
"ENSG00000105357","MYH14","3.05","4.70","29.97","5.55e-99","2.89e-99"
"ENSG00000105369","CD79A","2.80","1.86","17.09","3.91e-48","2.67e-49"
"ENSG00000105374","NKG7","2.35","2.09","22.83","1.78e-71","2.3e-72"
"ENSG00000105379","ETFB","2.22","5.90","29.66","7.71e-98","3.68e-98"
"ENSG00000105388","CEACAM5","6.39","3.48","26.70","1.06e-86","2.56e-87"
"ENSG00000105419","MEIS3","2.19","2.65","22.86","1.39e-71","1.79e-72"
"ENSG00000105472","CLEC11A","2.73","3.36","28.53","1.28e-93","4.58e-94"
"ENSG00000105523","FAM83E","4.10","2.83","33.38","3.51e-111","4.98e-111"
"ENSG00000105559","PLEKHA4","2.12","3.69","24.85","1.75e-79","3.04e-80"
"ENSG00000105568","PPP2R1A","2.18","6.39","30.40","1.46e-100","8.58e-101"
"ENSG00000105619","TFPT","2.53","3.50","35.56","1.19e-118","4.21e-118"
"ENSG00000105643","ARRDC2","2.31","4.18","26.22","7.9e-85","1.72e-85"
"ENSG00000105650","PDE4C","2.97","2.57","20.35","1.98e-61","1.87e-62"
"ENSG00000105664","COMP","4.71","3.48","29.10","8.98e-96","3.75e-96"
"ENSG00000105699","LSR","2.22","6.43","23.23","4.55e-73","6.18e-74"
"ENSG00000105707","HPN","-3.31","4.84","-22.78","2.83e-71","3.61e-72"
"ENSG00000105755","ETHE1","2.15","5.04","25.17","9.8e-81","1.78e-81"
"ENSG00000105771","SMG9","2.20","4.25","31.12","3.74e-103","2.68e-103"
"ENSG00000105887","MTPN","2.56","4.36","35.17","2.33e-117","7.19e-117"
"ENSG00000105963","ADAP1","2.42","4.15","18.77","5.35e-55","4.27e-56"
"ENSG00000105971","CAV2","2.07","4.52","19.64","1.5e-58","1.31e-59"
"ENSG00000105974","CAV1","2.64","4.09","23.51","3.4e-74","4.79e-75"
"ENSG00000105976","MET","2.76","3.19","26.00","5.36e-84","1.12e-84"
"ENSG00000105989","WNT2","2.50","1.39","25.08","2.17e-80","3.91e-81"
"ENSG00000106018","VIPR2","-2.04","1.71","-28.89","5.55e-95","2.19e-95"
"ENSG00000106066","CPVL","2.87","3.46","25.19","7.87e-81","1.44e-81"
"ENSG00000106089","STX1A","2.11","3.83","19.67","1.14e-58","9.99e-60"
"ENSG00000106178","CCL24","2.48","1.38","19.06","3.49e-56","2.87e-57"
"ENSG00000106211","HSPB1","2.05","8.79","15.51","9.76e-42","5.9e-43"
"ENSG00000106245","BUD31","2.12","5.59","30.83","4.03e-102","2.66e-102"
"ENSG00000106266","SNX8","2.04","3.91","27.31","5.13e-89","1.41e-89"
"ENSG00000106268","NUDT1","2.65","3.57","37.99","1.06e-126","1.07e-125"
"ENSG00000106333","PCOLCE","2.30","5.40","20.81","2.64e-63","2.62e-64"
"ENSG00000106366","SERPINE1","3.53","4.71","22.52","3.01e-70","3.71e-71"
"ENSG00000106367","AP1S1","2.27","4.78","35.04","6.63e-117","1.88e-116"
"ENSG00000106392","C1GALT1","2.45","2.91","31.87","7.52e-106","6.84e-106"
"ENSG00000106399","RPA3","2.13","3.86","33.80","1.19e-112","1.93e-112"
"ENSG00000106483","SFRP4","4.74","3.82","29.12","7.95e-96","3.33e-96"
"ENSG00000106541","AGR2","5.87","5.55","33.08","3.81e-110","5.05e-110"
"ENSG00000106546","AHR","3.15","3.37","33.25","9.97e-111","1.38e-110"
"ENSG00000106560","GIMAP2","2.50","2.24","29.07","1.16e-95","4.81e-96"
"ENSG00000106565","TMEM176B","3.60","5.98","29.22","3.3e-96","1.42e-96"
"ENSG00000106605","BLVRA","2.17","4.40","31.40","3.66e-104","2.89e-104"
"ENSG00000106624","AEBP1","4.05","5.96","29.30","1.61e-96","7.12e-97"
"ENSG00000106683","LIMK1","2.13","3.53","30.21","7.63e-100","4.21e-100"
"ENSG00000106688","SLC1A1","2.56","2.21","24.38","1.18e-77","1.9e-78"
"ENSG00000106785","TRIM14","2.69","2.43","36.95","2.71e-123","1.61e-122"
"ENSG00000106789","CORO2A","3.37","2.00","37.22","3.6e-124","2.48e-123"
"ENSG00000106799","TGFBR1","2.20","3.05","27.23","1.02e-88","2.75e-89"
"ENSG00000106819","ASPN","3.80","3.32","29.40","7.09e-97","3.19e-97"
"ENSG00000106823","ECM2","2.01","1.84","22.78","2.96e-71","3.78e-72"
"ENSG00000106853","PTGR1","2.09","4.26","25.33","2.2e-81","4.11e-82"
"ENSG00000106992","AK1","2.35","5.20","29.46","4.45e-97","2.02e-97"
"ENSG00000107159","CA9","3.40","3.47","16.55","6.17e-46","4.05e-47"
"ENSG00000107438","PDLIM1","2.12","6.39","23.06","2.22e-72","2.94e-73"
"ENSG00000107731","UNC5B","2.58","2.67","31.47","1.96e-104","1.58e-104"
"ENSG00000107738","VSIR","2.55","4.22","28.55","1.08e-93","3.87e-94"
"ENSG00000107742","SPOCK2","2.74","2.23","24.94","7.86e-80","1.39e-80"
"ENSG00000107745","MICU1","2.24","4.12","37.56","2.67e-125","2.08e-124"
"ENSG00000107796","ACTA2","3.98","6.95","28.48","1.92e-93","6.83e-94"
"ENSG00000107798","LIPA","2.31","4.29","26.40","1.59e-85","3.6e-86"
"ENSG00000107957","SH3PXD2A","2.06","3.11","25.80","3.23e-83","6.51e-84"
"ENSG00000107984","DKK1","3.27","1.91","21.94","7.13e-68","8.13e-69"
"ENSG00000108106","UBE2S","3.14","3.42","41.63","3.69e-138","1.65e-136"
"ENSG00000108242","CYP2C18","2.88","1.64","24.43","7.73e-78","1.25e-78"
"ENSG00000108244","KRT23","3.07","2.62","19.54","3.84e-58","3.3e-59"
"ENSG00000108352","RAPGEFL1","2.13","3.24","18.98","7.48e-56","6.08e-57"
"ENSG00000108405","P2RX1","-3.06","2.98","-32.04","1.85e-106","1.77e-106"
"ENSG00000108511","HOXB6","2.72","2.04","28.12","4.22e-92","1.38e-92"
"ENSG00000108518","PFN1","2.60","7.82","29.91","9.55e-99","4.9e-99"
"ENSG00000108582","CPD","2.07","3.50","28.23","1.68e-92","5.61e-93"
"ENSG00000108602","ALDH3A1","2.54","1.62","20.04","3.63e-60","3.31e-61"
"ENSG00000108622","ICAM2","2.02","3.88","26.67","1.5e-86","3.58e-87"
"ENSG00000108679","LGALS3BP","3.92","6.85","41.05","2.21e-136","7.79e-135"
"ENSG00000108774","RAB5C","2.04","5.82","29.67","6.9e-98","3.31e-98"
"ENSG00000108821","COL1A1","6.00","7.03","34.41","9.21e-115","1.91e-114"
"ENSG00000108849","PPY","2.32","5.25","7.18","4.13e-12","1.57e-13"
"ENSG00000108950","FAM20A","2.21","2.43","21.22","5.37e-65","5.64e-66"
"ENSG00000108960","MMD","2.29","2.27","29.17","5.12e-96","2.17e-96"
"ENSG00000109089","CDR2L","2.80","2.83","33.96","3.29e-113","5.8e-113"
"ENSG00000109099","PMP22","2.69","4.66","25.61","1.9e-82","3.72e-83"
"ENSG00000109107","ALDOC","2.60","2.85","28.49","1.75e-93","6.23e-94"
"ENSG00000109113","RAB34","3.24","4.12","30.65","1.83e-101","1.14e-101"
"ENSG00000109133","TMEM33","2.09","3.32","32.15","7.62e-107","7.55e-107"
"ENSG00000109205","ODAM","2.29","1.50","18.84","2.86e-55","2.3e-56"
"ENSG00000109220","CHIC2","2.09","3.32","33.90","5.59e-113","9.57e-113"
"ENSG00000109255","NMU","3.21","1.73","25.23","5.5e-81","1.01e-81"
"ENSG00000109265","CRACD","2.09","1.33","25.40","1.19e-81","2.23e-82"
"ENSG00000109321","AREG","3.65","2.76","27.16","1.9e-88","5.06e-89"
"ENSG00000109452","INPP4B","2.69","2.28","29.98","5.35e-99","2.79e-99"
"ENSG00000109511","ANXA10","2.60","4.11","12.66","1.51e-30","7.54e-32"
"ENSG00000109625","CPZ","3.45","2.41","33.89","5.79e-113","9.88e-113"
"ENSG00000109743","BST1","2.42","2.03","22.41","8.75e-70","1.06e-70"
"ENSG00000109854","HTATIP2","2.50","4.75","30.66","1.63e-101","1.02e-101"
"ENSG00000109861","CTSC","3.08","5.57","31.90","5.66e-106","5.21e-106"
"ENSG00000109919","MTCH2","2.12","4.79","32.14","7.8e-107","7.7e-107"
"ENSG00000110047","EHD1","2.63","4.00","34.88","2.38e-116","6e-116"
"ENSG00000110057","UNC93B1","2.56","4.47","29.20","3.83e-96","1.64e-96"
"ENSG00000110077","MS4A6A","2.87","4.28","21.58","2.03e-66","2.22e-67"
"ENSG00000110079","MS4A4A","2.15","2.72","18.48","8.42e-54","6.5e-55"
"ENSG00000110080","ST3GAL4","2.25","3.71","21.06","2.54e-64","2.62e-65"
"ENSG00000110092","CCND1","2.27","4.74","26.24","6.82e-85","1.49e-85"
"ENSG00000110195","FOLR1","2.21","2.61","15.95","1.74e-43","1.08e-44"
"ENSG00000110446","SLC15A3","3.68","4.16","33.69","2.83e-112","4.39e-112"
"ENSG00000110492","MDK","4.77","6.10","40.82","1.16e-135","3.58e-134"
"ENSG00000110628","SLC22A18","2.18","4.17","16.44","1.79e-45","1.16e-46"
"ENSG00000110852","CLEC2B","2.28","2.33","25.77","4.15e-83","8.34e-84"
"ENSG00000110876","SELPLG","3.55","2.78","33.16","2.03e-110","2.76e-110"
"ENSG00000110880","CORO1C","2.49","3.98","30.23","6.16e-100","3.43e-100"
"ENSG00000111145","ELK3","2.75","3.15","33.79","1.29e-112","2.07e-112"
"ENSG00000111206","FOXM1","2.51","2.01","28.86","7.05e-95","2.76e-95"
"ENSG00000111229","ARPC3","2.20","7.21","28.55","1.05e-93","3.78e-94"
"ENSG00000111275","ALDH2","2.45","5.84","27.36","3.24e-89","9e-90"
"ENSG00000111328","CDK2AP1","2.57","5.61","34.06","1.5e-113","2.73e-113"
"ENSG00000111331","OAS3","2.74","2.48","29.26","2.28e-96","9.96e-97"
"ENSG00000111335","OAS2","3.30","2.54","26.37","1.98e-85","4.44e-86"
"ENSG00000111341","MGP","2.87","7.75","20.82","2.46e-63","2.44e-64"
